Overriding config with ./config/train_nano_gpt2.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-nano-gpt2-ReGLU'
eval_interval = 500 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'owt'
wandb_run_name = 'nano-gpt2'

dataset = 'openwebtext'
gradient_accumulation_steps = 2
batch_size = 8
block_size = 1024 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 1e5
lr_decay_iters = 1e5 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 29.94M
num decayed parameter tensors: 32, with 30,326,784 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 24720: loss 5.5911, time 255.29ms, mfu 4.23%
iter 24730: loss 5.4823, time 256.36ms, mfu 4.23%
iter 24740: loss 5.4145, time 255.33ms, mfu 4.24%
iter 24750: loss 5.8438, time 255.89ms, mfu 4.24%
iter 24760: loss 5.6682, time 255.61ms, mfu 4.24%
iter 24770: loss 5.5394, time 255.63ms, mfu 4.25%
iter 24780: loss 5.8547, time 254.68ms, mfu 4.25%
iter 24790: loss 5.5777, time 255.57ms, mfu 4.25%
iter 24800: loss 5.5893, time 255.57ms, mfu 4.26%
iter 24810: loss 5.6196, time 255.99ms, mfu 4.26%
iter 24820: loss 5.6957, time 255.86ms, mfu 4.26%
iter 24830: loss 5.3251, time 256.35ms, mfu 4.26%
iter 24840: loss 5.4691, time 256.54ms, mfu 4.26%
iter 24850: loss 5.3681, time 255.87ms, mfu 4.26%
iter 24860: loss 5.8431, time 255.16ms, mfu 4.26%
iter 24870: loss 5.9017, time 255.75ms, mfu 4.26%
iter 24880: loss 5.5473, time 255.47ms, mfu 4.26%
iter 24890: loss 5.5910, time 255.31ms, mfu 4.26%
iter 24900: loss 5.6471, time 255.16ms, mfu 4.27%
iter 24910: loss 5.3541, time 255.81ms, mfu 4.27%
iter 24920: loss 5.4085, time 255.78ms, mfu 4.27%
iter 24930: loss 5.7291, time 255.98ms, mfu 4.27%
iter 24940: loss 5.7766, time 255.84ms, mfu 4.27%
iter 24950: loss 5.6154, time 256.70ms, mfu 4.27%
iter 24960: loss 5.6336, time 255.95ms, mfu 4.27%
iter 24970: loss 5.5282, time 255.48ms, mfu 4.27%
iter 24980: loss 5.5933, time 255.50ms, mfu 4.27%
iter 24990: loss 5.4002, time 255.10ms, mfu 4.27%
step 25000: train loss 5.5770, val loss 5.5874
iter 25000: loss 5.5189, time 10551.76ms, mfu 3.85%
iter 25010: loss 5.6256, time 255.40ms, mfu 3.89%
iter 25020: loss 5.5674, time 256.19ms, mfu 3.93%
iter 25030: loss 5.5717, time 255.62ms, mfu 3.97%
iter 25040: loss 5.4140, time 255.63ms, mfu 4.00%
iter 25050: loss 5.8821, time 255.38ms, mfu 4.02%
iter 25060: loss 6.6327, time 255.47ms, mfu 4.05%
iter 25070: loss 6.3680, time 255.10ms, mfu 4.07%
iter 25080: loss 6.0135, time 256.32ms, mfu 4.09%
iter 25090: loss 5.8381, time 255.39ms, mfu 4.11%
iter 25100: loss 5.7666, time 255.69ms, mfu 4.13%
iter 25110: loss 6.1556, time 255.86ms, mfu 4.14%
iter 25120: loss 5.9159, time 255.10ms, mfu 4.15%
iter 25130: loss 5.9910, time 255.47ms, mfu 4.17%
iter 25140: loss 5.9688, time 255.04ms, mfu 4.18%
iter 25150: loss 5.7752, time 254.97ms, mfu 4.19%
iter 25160: loss 5.7093, time 255.88ms, mfu 4.20%
iter 25170: loss 5.9944, time 256.15ms, mfu 4.20%
iter 25180: loss 5.5230, time 256.05ms, mfu 4.21%
iter 25190: loss 5.7084, time 256.53ms, mfu 4.21%
iter 25200: loss 5.4987, time 255.47ms, mfu 4.22%
iter 25210: loss 5.5751, time 254.87ms, mfu 4.23%
iter 25220: loss 5.5288, time 255.71ms, mfu 4.23%
iter 25230: loss 5.6484, time 255.26ms, mfu 4.24%
iter 25240: loss 6.0214, time 255.35ms, mfu 4.24%
iter 25250: loss 5.3768, time 255.49ms, mfu 4.24%
iter 25260: loss 5.3937, time 255.11ms, mfu 4.25%
iter 25270: loss 5.4408, time 255.82ms, mfu 4.25%
iter 25280: loss 5.5538, time 255.84ms, mfu 4.25%
iter 25290: loss 5.5775, time 255.11ms, mfu 4.25%
iter 25300: loss 5.5297, time 255.58ms, mfu 4.26%
iter 25310: loss 5.4402, time 254.84ms, mfu 4.26%
iter 25320: loss 5.5752, time 255.46ms, mfu 4.26%
iter 25330: loss 5.8021, time 255.28ms, mfu 4.26%
iter 25340: loss 5.3074, time 255.62ms, mfu 4.26%
iter 25350: loss 5.5615, time 256.03ms, mfu 4.26%
iter 25360: loss 5.4598, time 255.44ms, mfu 4.26%
iter 25370: loss 5.7117, time 255.22ms, mfu 4.27%
iter 25380: loss 5.7861, time 255.23ms, mfu 4.27%
iter 25390: loss 5.9487, time 255.28ms, mfu 4.27%
iter 25400: loss 5.6477, time 255.17ms, mfu 4.27%
iter 25410: loss 5.9038, time 256.02ms, mfu 4.27%
iter 25420: loss 5.5735, time 255.82ms, mfu 4.27%
iter 25430: loss 5.6799, time 255.60ms, mfu 4.27%
iter 25440: loss 5.6549, time 255.21ms, mfu 4.27%
iter 25450: loss 5.3395, time 256.35ms, mfu 4.27%
iter 25460: loss 5.5644, time 255.46ms, mfu 4.27%
iter 25470: loss 6.1113, time 255.95ms, mfu 4.27%
iter 25480: loss 5.7909, time 255.32ms, mfu 4.27%
iter 25490: loss 5.7067, time 255.51ms, mfu 4.27%
step 25500: train loss 5.9823, val loss 5.9586
iter 25500: loss 6.0493, time 10557.13ms, mfu 3.85%
iter 25510: loss 5.4925, time 255.53ms, mfu 3.90%
iter 25520: loss 6.0376, time 256.21ms, mfu 3.93%
iter 25530: loss 5.5602, time 255.43ms, mfu 3.97%
iter 25540: loss 5.5973, time 255.98ms, mfu 4.00%
iter 25550: loss 5.8439, time 255.13ms, mfu 4.02%
iter 25560: loss 5.6524, time 255.70ms, mfu 4.05%
iter 25570: loss 5.9707, time 255.05ms, mfu 4.07%
iter 25580: loss 5.7902, time 255.68ms, mfu 4.09%
iter 25590: loss 5.7202, time 255.64ms, mfu 4.11%
iter 25600: loss 6.0122, time 255.93ms, mfu 4.13%
iter 25610: loss 5.9025, time 256.11ms, mfu 4.14%
iter 25620: loss 5.6795, time 255.74ms, mfu 4.15%
iter 25630: loss 5.8657, time 255.37ms, mfu 4.17%
iter 25640: loss 6.0884, time 255.24ms, mfu 4.18%
iter 25650: loss 6.2916, time 254.96ms, mfu 4.19%
iter 25660: loss 6.1769, time 255.63ms, mfu 4.20%
iter 25670: loss 6.0888, time 255.70ms, mfu 4.20%
iter 25680: loss 6.6097, time 256.08ms, mfu 4.21%
iter 25690: loss 6.2047, time 255.64ms, mfu 4.22%
iter 25700: loss 5.7845, time 255.28ms, mfu 4.22%
iter 25710: loss 6.0170, time 255.27ms, mfu 4.23%
iter 25720: loss 5.9465, time 255.53ms, mfu 4.23%
iter 25730: loss 6.0601, time 255.37ms, mfu 4.24%
iter 25740: loss 5.9522, time 254.99ms, mfu 4.24%
iter 25750: loss 5.7558, time 255.89ms, mfu 4.24%
iter 25760: loss 5.6782, time 256.14ms, mfu 4.25%
iter 25770: loss 5.6239, time 255.59ms, mfu 4.25%
iter 25780: loss 5.8466, time 256.44ms, mfu 4.25%
iter 25790: loss 5.8889, time 255.52ms, mfu 4.25%
iter 25800: loss 5.7749, time 256.88ms, mfu 4.25%
iter 25810: loss 5.8599, time 255.51ms, mfu 4.25%
iter 25820: loss 5.8444, time 255.73ms, mfu 4.26%
iter 25830: loss 5.6287, time 255.48ms, mfu 4.26%
iter 25840: loss 5.7781, time 255.35ms, mfu 4.26%
iter 25850: loss 6.3401, time 255.70ms, mfu 4.26%
iter 25860: loss 6.0048, time 255.38ms, mfu 4.26%
iter 25870: loss 5.6212, time 256.10ms, mfu 4.26%
iter 25880: loss 5.6187, time 255.72ms, mfu 4.26%
iter 25890: loss 5.7050, time 255.65ms, mfu 4.26%
iter 25900: loss 5.9536, time 256.15ms, mfu 4.26%
iter 25910: loss 5.4289, time 256.06ms, mfu 4.26%
iter 25920: loss 5.8868, time 255.93ms, mfu 4.26%
iter 25930: loss 5.9583, time 255.18ms, mfu 4.27%
iter 25940: loss 5.7209, time 255.56ms, mfu 4.27%
iter 25950: loss 5.8388, time 255.25ms, mfu 4.27%
iter 25960: loss 5.9969, time 255.20ms, mfu 4.27%
iter 25970: loss 5.7227, time 255.64ms, mfu 4.27%
iter 25980: loss 5.9460, time 255.63ms, mfu 4.27%
iter 25990: loss 5.7876, time 255.50ms, mfu 4.27%
step 26000: train loss 5.7388, val loss 5.7343
iter 26000: loss 5.5198, time 10560.59ms, mfu 3.85%
iter 26010: loss 5.8893, time 255.64ms, mfu 3.89%
iter 26020: loss 5.9375, time 256.12ms, mfu 3.93%
iter 26030: loss 5.8094, time 255.12ms, mfu 3.97%
iter 26040: loss 5.6048, time 255.15ms, mfu 4.00%
iter 26050: loss 6.0130, time 255.45ms, mfu 4.03%
iter 26060: loss 5.6816, time 257.16ms, mfu 4.05%
iter 26070: loss 5.7835, time 255.66ms, mfu 4.07%
iter 26080: loss 5.6399, time 255.82ms, mfu 4.09%
iter 26090: loss 5.7270, time 256.29ms, mfu 4.11%
iter 26100: loss 5.7413, time 255.43ms, mfu 4.12%
iter 26110: loss 5.6075, time 255.15ms, mfu 4.14%
iter 26120: loss 5.4872, time 255.28ms, mfu 4.15%
iter 26130: loss 5.5444, time 256.02ms, mfu 4.16%
iter 26140: loss 5.6165, time 255.49ms, mfu 4.18%
iter 26150: loss 5.2885, time 256.10ms, mfu 4.18%
iter 26160: loss 5.6389, time 255.36ms, mfu 4.19%
iter 26170: loss 6.4489, time 256.25ms, mfu 4.20%
iter 26180: loss 6.2554, time 255.42ms, mfu 4.21%
iter 26190: loss 6.1154, time 256.43ms, mfu 4.21%
iter 26200: loss 6.2809, time 255.59ms, mfu 4.22%
iter 26210: loss 6.9616, time 255.79ms, mfu 4.22%
iter 26220: loss 6.3379, time 255.16ms, mfu 4.23%
iter 26230: loss 5.9626, time 255.57ms, mfu 4.23%
iter 26240: loss 6.0047, time 256.22ms, mfu 4.24%
iter 26250: loss 5.9010, time 256.01ms, mfu 4.24%
iter 26260: loss 6.0350, time 255.96ms, mfu 4.24%
iter 26270: loss 6.1928, time 256.25ms, mfu 4.24%
iter 26280: loss 5.8301, time 255.68ms, mfu 4.25%
iter 26290: loss 5.8526, time 256.29ms, mfu 4.25%
iter 26300: loss 5.8440, time 255.59ms, mfu 4.25%
iter 26310: loss 5.8239, time 256.28ms, mfu 4.25%
iter 26320: loss 5.6702, time 255.12ms, mfu 4.25%
iter 26330: loss 5.8826, time 256.60ms, mfu 4.25%
iter 26340: loss 5.8248, time 255.27ms, mfu 4.26%
iter 26350: loss 5.9267, time 255.45ms, mfu 4.26%
iter 26360: loss 5.6937, time 255.33ms, mfu 4.26%
iter 26370: loss 5.7941, time 256.32ms, mfu 4.26%
iter 26380: loss 5.9195, time 255.55ms, mfu 4.26%
iter 26390: loss 5.9602, time 256.22ms, mfu 4.26%
iter 26400: loss 5.8803, time 255.37ms, mfu 4.26%
iter 26410: loss 5.8567, time 256.21ms, mfu 4.26%
iter 26420: loss 6.0282, time 255.79ms, mfu 4.26%
iter 26430: loss 6.0203, time 256.08ms, mfu 4.26%
iter 26440: loss 6.5403, time 256.13ms, mfu 4.26%
iter 26450: loss 6.0014, time 255.71ms, mfu 4.26%
iter 26460: loss 6.1724, time 255.66ms, mfu 4.26%
iter 26470: loss 6.9401, time 255.10ms, mfu 4.27%
iter 26480: loss 6.5005, time 255.45ms, mfu 4.27%
iter 26490: loss 6.3327, time 255.41ms, mfu 4.27%
step 26500: train loss 6.1279, val loss 6.1322
iter 26500: loss 6.0166, time 10559.58ms, mfu 3.85%
iter 26510: loss 6.1196, time 256.36ms, mfu 3.89%
iter 26520: loss 5.9067, time 255.63ms, mfu 3.93%
iter 26530: loss 5.9612, time 256.03ms, mfu 3.96%
iter 26540: loss 6.2780, time 255.43ms, mfu 3.99%
iter 26550: loss 5.6528, time 255.35ms, mfu 4.02%
iter 26560: loss 5.9909, time 255.43ms, mfu 4.05%
iter 26570: loss 6.1195, time 255.26ms, mfu 4.07%
iter 26580: loss 5.8305, time 255.95ms, mfu 4.09%
iter 26590: loss 5.7877, time 255.42ms, mfu 4.11%
iter 26600: loss 5.9249, time 255.80ms, mfu 4.13%
iter 26610: loss 6.1463, time 255.53ms, mfu 4.14%
iter 26620: loss 6.0264, time 255.34ms, mfu 4.15%
iter 26630: loss 6.4625, time 255.20ms, mfu 4.17%
iter 26640: loss 6.2370, time 254.97ms, mfu 4.18%
iter 26650: loss 5.9940, time 255.77ms, mfu 4.19%
iter 26660: loss 7.9696, time 255.94ms, mfu 4.19%
iter 26670: loss 7.9006, time 255.74ms, mfu 4.20%
iter 26680: loss 7.8689, time 256.68ms, mfu 4.21%
iter 26690: loss 7.6016, time 255.66ms, mfu 4.21%
iter 26700: loss 7.5877, time 255.62ms, mfu 4.22%
iter 26710: loss 7.5904, time 256.64ms, mfu 4.22%
iter 26720: loss 7.9318, time 255.19ms, mfu 4.23%
iter 26730: loss 7.7919, time 255.30ms, mfu 4.23%
iter 26740: loss 8.2608, time 255.48ms, mfu 4.24%
iter 26750: loss 7.6839, time 255.01ms, mfu 4.24%
iter 26760: loss 7.7745, time 255.96ms, mfu 4.24%
iter 26770: loss 7.7984, time 256.03ms, mfu 4.25%
iter 26780: loss 7.6000, time 255.66ms, mfu 4.25%
iter 26790: loss 7.7584, time 256.50ms, mfu 4.25%
iter 26800: loss 7.5612, time 255.15ms, mfu 4.25%
iter 26810: loss 7.7437, time 255.90ms, mfu 4.25%
iter 26820: loss 7.6482, time 255.17ms, mfu 4.26%
iter 26830: loss 7.6430, time 255.27ms, mfu 4.26%
iter 26840: loss 7.5561, time 255.65ms, mfu 4.26%
iter 26850: loss 7.5880, time 256.08ms, mfu 4.26%
iter 26860: loss 7.5192, time 255.64ms, mfu 4.26%
iter 26870: loss 7.7172, time 255.78ms, mfu 4.26%
iter 26880: loss 7.5616, time 255.19ms, mfu 4.26%
iter 26890: loss 7.4294, time 255.43ms, mfu 4.27%
iter 26900: loss 7.6432, time 255.42ms, mfu 4.27%
iter 26910: loss 7.1630, time 255.27ms, mfu 4.27%
iter 26920: loss 7.1536, time 256.03ms, mfu 4.27%
iter 26930: loss 7.1559, time 255.89ms, mfu 4.27%
iter 26940: loss 7.2180, time 255.36ms, mfu 4.27%
iter 26950: loss 7.1690, time 255.52ms, mfu 4.27%
iter 26960: loss 7.3570, time 255.55ms, mfu 4.27%
iter 26970: loss 7.5017, time 255.66ms, mfu 4.27%
iter 26980: loss 7.3594, time 255.32ms, mfu 4.27%
iter 26990: loss 7.3252, time 254.93ms, mfu 4.27%
step 27000: train loss 7.3057, val loss 7.2926
iter 27000: loss 7.3360, time 10555.78ms, mfu 3.85%
iter 27010: loss 7.5876, time 256.38ms, mfu 3.89%
iter 27020: loss 7.8786, time 255.86ms, mfu 3.93%
iter 27030: loss 7.5152, time 256.45ms, mfu 3.96%
iter 27040: loss 7.6852, time 255.69ms, mfu 4.00%
iter 27050: loss 7.8821, time 255.82ms, mfu 4.02%
iter 27060: loss 7.3724, time 255.41ms, mfu 4.05%
iter 27070: loss 7.0158, time 255.63ms, mfu 4.07%
iter 27080: loss 6.9783, time 255.44ms, mfu 4.09%
iter 27090: loss 7.0865, time 255.28ms, mfu 4.11%
iter 27100: loss 7.2784, time 256.01ms, mfu 4.13%
iter 27110: loss 7.0210, time 255.08ms, mfu 4.14%
iter 27120: loss 7.4399, time 256.37ms, mfu 4.15%
iter 27130: loss 7.4662, time 255.73ms, mfu 4.16%
iter 27140: loss 7.0357, time 255.74ms, mfu 4.17%
iter 27150: loss 6.9849, time 255.48ms, mfu 4.18%
iter 27160: loss 7.2740, time 256.36ms, mfu 4.19%
iter 27170: loss 6.9776, time 256.25ms, mfu 4.20%
iter 27180: loss 9.2475, time 256.36ms, mfu 4.21%
iter 27190: loss 7.3621, time 255.57ms, mfu 4.21%
iter 27200: loss 7.1982, time 255.28ms, mfu 4.22%
iter 27210: loss 7.0705, time 255.28ms, mfu 4.22%
iter 27220: loss 6.5045, time 255.33ms, mfu 4.23%
iter 27230: loss 7.4062, time 255.12ms, mfu 4.23%
iter 27240: loss 6.6568, time 255.90ms, mfu 4.24%
iter 27250: loss 6.6950, time 257.04ms, mfu 4.24%
iter 27260: loss 6.6217, time 255.44ms, mfu 4.24%
iter 27270: loss 6.6990, time 255.89ms, mfu 4.25%
iter 27280: loss 6.7096, time 255.30ms, mfu 4.25%
iter 27290: loss 7.1176, time 255.19ms, mfu 4.25%
iter 27300: loss 6.5298, time 254.78ms, mfu 4.25%
iter 27310: loss 6.6692, time 255.54ms, mfu 4.26%
iter 27320: loss 7.7027, time 256.38ms, mfu 4.26%
iter 27330: loss 7.5864, time 255.73ms, mfu 4.26%
iter 27340: loss 7.9144, time 255.85ms, mfu 4.26%
iter 27350: loss 7.8794, time 255.17ms, mfu 4.26%
iter 27360: loss 7.4993, time 255.58ms, mfu 4.26%
iter 27370: loss 7.6283, time 255.07ms, mfu 4.26%
iter 27380: loss 7.5045, time 257.25ms, mfu 4.26%
iter 27390: loss 7.9268, time 255.86ms, mfu 4.26%
iter 27400: loss 7.4560, time 256.37ms, mfu 4.26%
iter 27410: loss 7.5617, time 255.55ms, mfu 4.26%
iter 27420: loss 7.5182, time 255.33ms, mfu 4.26%
iter 27430: loss 7.5173, time 255.64ms, mfu 4.27%
iter 27440: loss 7.6250, time 255.20ms, mfu 4.27%
iter 27450: loss 7.5863, time 255.43ms, mfu 4.27%
iter 27460: loss 7.7402, time 255.66ms, mfu 4.27%
iter 27470: loss 7.5707, time 255.49ms, mfu 4.27%
iter 27480: loss 7.3844, time 255.53ms, mfu 4.27%
iter 27490: loss 7.8881, time 256.22ms, mfu 4.27%
step 27500: train loss 7.6101, val loss 7.6044
iter 27500: loss 8.0186, time 10553.96ms, mfu 3.85%
iter 27510: loss 7.5691, time 255.53ms, mfu 3.89%
iter 27520: loss 7.3877, time 254.78ms, mfu 3.93%
iter 27530: loss 7.5323, time 255.74ms, mfu 3.97%
iter 27540: loss 7.8585, time 255.66ms, mfu 4.00%
iter 27550: loss 7.5895, time 255.22ms, mfu 4.03%
iter 27560: loss 7.6342, time 255.69ms, mfu 4.05%
iter 27570: loss 7.3872, time 255.80ms, mfu 4.07%
iter 27580: loss 7.4695, time 255.51ms, mfu 4.09%
iter 27590: loss 7.4423, time 255.17ms, mfu 4.11%
iter 27600: loss 7.1806, time 255.14ms, mfu 4.13%
iter 27610: loss 7.0556, time 255.37ms, mfu 4.14%
iter 27620: loss 7.2841, time 255.93ms, mfu 4.15%
iter 27630: loss 7.1979, time 256.20ms, mfu 4.17%
iter 27640: loss 7.0456, time 256.00ms, mfu 4.18%
iter 27650: loss 7.6320, time 255.67ms, mfu 4.19%
iter 27660: loss 6.9243, time 255.44ms, mfu 4.19%
iter 27670: loss 6.8311, time 255.25ms, mfu 4.20%
iter 27680: loss 6.9484, time 255.85ms, mfu 4.21%
iter 27690: loss 7.2588, time 255.52ms, mfu 4.22%
iter 27700: loss 7.0755, time 255.94ms, mfu 4.22%
iter 27710: loss 7.6495, time 255.72ms, mfu 4.23%
iter 27720: loss 6.9868, time 255.63ms, mfu 4.23%
iter 27730: loss 6.9848, time 256.12ms, mfu 4.23%
iter 27740: loss 7.2670, time 255.45ms, mfu 4.24%
iter 27750: loss 7.1390, time 255.89ms, mfu 4.24%
iter 27760: loss 6.9891, time 255.11ms, mfu 4.24%
iter 27770: loss 6.8857, time 255.42ms, mfu 4.25%
iter 27780: loss 6.8991, time 255.09ms, mfu 4.25%
iter 27790: loss 6.7263, time 255.84ms, mfu 4.25%
iter 27800: loss 7.0519, time 255.39ms, mfu 4.25%
iter 27810: loss 7.4987, time 255.98ms, mfu 4.26%
iter 27820: loss 7.1047, time 256.27ms, mfu 4.26%
iter 27830: loss 6.9793, time 255.62ms, mfu 4.26%
iter 27840: loss 6.9090, time 255.68ms, mfu 4.26%
iter 27850: loss 6.8196, time 254.72ms, mfu 4.26%
iter 27860: loss 7.2300, time 255.16ms, mfu 4.26%
iter 27870: loss 7.1057, time 255.70ms, mfu 4.26%
iter 27880: loss 7.7712, time 256.12ms, mfu 4.26%
iter 27890: loss 7.3393, time 255.91ms, mfu 4.26%
iter 27900: loss 7.0906, time 256.64ms, mfu 4.26%
iter 27910: loss 7.1236, time 255.50ms, mfu 4.26%
iter 27920: loss 6.8368, time 255.70ms, mfu 4.27%
iter 27930: loss 7.3042, time 255.38ms, mfu 4.27%
iter 27940: loss 6.9469, time 255.43ms, mfu 4.27%
iter 27950: loss 6.9995, time 255.41ms, mfu 4.27%
iter 27960: loss 6.7000, time 255.90ms, mfu 4.27%
iter 27970: loss 6.7326, time 256.34ms, mfu 4.27%
iter 27980: loss 6.8811, time 255.30ms, mfu 4.27%
iter 27990: loss 6.9322, time 255.23ms, mfu 4.27%
step 28000: train loss 6.8278, val loss 6.8398
iter 28000: loss 6.7406, time 10553.57ms, mfu 3.85%
iter 28010: loss 6.6807, time 255.86ms, mfu 3.89%
iter 28020: loss 6.4323, time 255.14ms, mfu 3.93%
iter 28030: loss 6.8199, time 256.07ms, mfu 3.97%
iter 28040: loss 7.0207, time 255.94ms, mfu 4.00%
iter 28050: loss 7.0973, time 255.69ms, mfu 4.02%
iter 28060: loss 6.7655, time 255.18ms, mfu 4.05%
iter 28070: loss 6.7726, time 255.04ms, mfu 4.07%
iter 28080: loss 6.5076, time 255.36ms, mfu 4.09%
iter 28090: loss 7.2378, time 255.45ms, mfu 4.11%
iter 28100: loss 6.4764, time 255.13ms, mfu 4.13%
iter 28110: loss 6.5437, time 256.17ms, mfu 4.14%
iter 28120: loss 6.7609, time 255.15ms, mfu 4.16%
iter 28130: loss 7.0560, time 255.48ms, mfu 4.17%
iter 28140: loss 6.6315, time 255.68ms, mfu 4.18%
iter 28150: loss 6.6910, time 255.01ms, mfu 4.19%
iter 28160: loss 6.5131, time 256.10ms, mfu 4.20%
iter 28170: loss 6.8028, time 255.97ms, mfu 4.20%
iter 28180: loss 6.4604, time 255.85ms, mfu 4.21%
iter 28190: loss 6.2354, time 255.64ms, mfu 4.22%
iter 28200: loss 6.7529, time 256.03ms, mfu 4.22%
iter 28210: loss 6.4505, time 256.21ms, mfu 4.22%
iter 28220: loss 6.4617, time 255.50ms, mfu 4.23%
iter 28230: loss 6.7548, time 255.77ms, mfu 4.23%
iter 28240: loss 6.4605, time 255.80ms, mfu 4.24%
iter 28250: loss 6.6071, time 255.28ms, mfu 4.24%
iter 28260: loss 6.6366, time 255.14ms, mfu 4.24%
iter 28270: loss 6.6947, time 255.35ms, mfu 4.25%
iter 28280: loss 6.5155, time 255.88ms, mfu 4.25%
iter 28290: loss 6.8121, time 256.10ms, mfu 4.25%
iter 28300: loss 6.4191, time 255.90ms, mfu 4.25%
iter 28310: loss 6.5777, time 255.36ms, mfu 4.26%
iter 28320: loss 6.5973, time 255.59ms, mfu 4.26%
iter 28330: loss 7.0100, time 255.03ms, mfu 4.26%
iter 28340: loss 6.5632, time 256.38ms, mfu 4.26%
iter 28350: loss 6.5373, time 255.83ms, mfu 4.26%
iter 28360: loss 6.3618, time 255.78ms, mfu 4.26%
iter 28370: loss 7.3927, time 256.08ms, mfu 4.26%
iter 28380: loss 6.5035, time 255.43ms, mfu 4.26%
iter 28390: loss 6.5369, time 255.47ms, mfu 4.26%
iter 28400: loss 7.0972, time 255.67ms, mfu 4.26%
iter 28410: loss 6.3741, time 255.59ms, mfu 4.27%
iter 28420: loss 6.2829, time 255.70ms, mfu 4.27%
iter 28430: loss 6.9057, time 256.13ms, mfu 4.27%
iter 28440: loss 6.4129, time 255.57ms, mfu 4.27%
iter 28450: loss 6.5377, time 255.61ms, mfu 4.27%
iter 28460: loss 6.3943, time 255.66ms, mfu 4.27%
iter 28470: loss 6.6418, time 255.83ms, mfu 4.27%
iter 28480: loss 6.3281, time 255.33ms, mfu 4.27%
iter 28490: loss 6.3947, time 255.40ms, mfu 4.27%
step 28500: train loss 6.4100, val loss 6.4294
iter 28500: loss 6.2048, time 10554.93ms, mfu 3.85%
iter 28510: loss 6.6659, time 256.60ms, mfu 3.89%
iter 28520: loss 6.6819, time 255.46ms, mfu 3.93%
iter 28530: loss 6.8958, time 256.06ms, mfu 3.96%
iter 28540: loss 6.1358, time 255.29ms, mfu 4.00%
iter 28550: loss 6.4378, time 255.73ms, mfu 4.02%
iter 28560: loss 6.4274, time 255.97ms, mfu 4.05%
iter 28570: loss 6.6003, time 255.17ms, mfu 4.07%
iter 28580: loss 6.3916, time 255.21ms, mfu 4.09%
iter 28590: loss 6.5604, time 255.55ms, mfu 4.11%
iter 28600: loss 6.1786, time 255.08ms, mfu 4.13%
iter 28610: loss 6.3301, time 255.66ms, mfu 4.14%
iter 28620: loss 6.6721, time 255.80ms, mfu 4.15%
iter 28630: loss 6.4413, time 255.54ms, mfu 4.17%
iter 28640: loss 6.2230, time 256.58ms, mfu 4.17%
iter 28650: loss 6.6003, time 255.14ms, mfu 4.19%
iter 28660: loss 6.4215, time 255.42ms, mfu 4.19%
iter 28670: loss 6.5089, time 255.28ms, mfu 4.20%
iter 28680: loss 6.5550, time 255.31ms, mfu 4.21%
iter 28690: loss 6.3183, time 255.21ms, mfu 4.22%
iter 28700: loss 6.4627, time 255.85ms, mfu 4.22%
iter 28710: loss 6.4405, time 255.41ms, mfu 4.23%
iter 28720: loss 6.7411, time 255.31ms, mfu 4.23%
iter 28730: loss 6.6130, time 255.71ms, mfu 4.24%
iter 28740: loss 6.8399, time 255.10ms, mfu 4.24%
iter 28750: loss 7.7469, time 255.35ms, mfu 4.24%
iter 28760: loss 7.5460, time 254.94ms, mfu 4.25%
iter 28770: loss 7.5602, time 256.98ms, mfu 4.25%
iter 28780: loss 7.6109, time 255.74ms, mfu 4.25%
iter 28790: loss 7.7632, time 256.36ms, mfu 4.25%
iter 28800: loss 7.9184, time 256.19ms, mfu 4.25%
iter 28810: loss 7.5477, time 255.65ms, mfu 4.25%
iter 28820: loss 7.5599, time 255.46ms, mfu 4.26%
iter 28830: loss 7.4833, time 255.13ms, mfu 4.26%
iter 28840: loss 7.5165, time 255.54ms, mfu 4.26%
iter 28850: loss 7.7791, time 255.24ms, mfu 4.26%
iter 28860: loss 7.5471, time 255.42ms, mfu 4.26%
iter 28870: loss 7.5482, time 255.79ms, mfu 4.26%
iter 28880: loss 7.4986, time 256.10ms, mfu 4.26%
iter 28890: loss 7.6099, time 255.63ms, mfu 4.26%
iter 28900: loss 7.8568, time 255.67ms, mfu 4.27%
iter 28910: loss 8.2035, time 255.28ms, mfu 4.27%
iter 28920: loss 7.3893, time 255.33ms, mfu 4.27%
iter 28930: loss 7.6037, time 255.17ms, mfu 4.27%
iter 28940: loss 7.4484, time 255.80ms, mfu 4.27%
iter 28950: loss 7.6214, time 255.89ms, mfu 4.27%
iter 28960: loss 7.5192, time 255.23ms, mfu 4.27%
