Overriding config with ./config/train_nano_gpt2.py:
# init_from = 'resume'

out_dir = 'out-nano-gpt2-BiLinReGLU'
eval_interval = 1000
eval_iters = 500 # number of batches for evaluation
log_interval = 10

always_save_checkpoint = False

wandb_log = False

dataset = 'openwebtext'
# 16k tokens for each weight update
gradient_accumulation_steps = 1
batch_size = 16
block_size = 1024

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384

# learning_rate = 2e-4
# min_lr = 2e-5 # learning_rate / 10 usually
learning_rate = 1e-3
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

# max_iters = 1e5
max_iters = 2e5
lr_decay_iters = 1e5 # make equal to max_iters usually

warmup_iters = 100

tokens per iteration will be: 16,384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
WARNING: using slow attention. Flash Attention requires PyTorch >= 2.0
number of parameters: 29.94M
num decayed parameter tensors: 38, with 30,326,784 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 69670: loss 3.7555, time 74.67ms, mfu 14.65%
iter 69680: loss 3.7417, time 74.60ms, mfu 14.65%
iter 69690: loss 3.7684, time 74.52ms, mfu 14.65%
iter 69700: loss 3.3990, time 74.59ms, mfu 14.65%
iter 69710: loss 3.8695, time 74.60ms, mfu 14.65%
iter 69720: loss 3.7663, time 74.66ms, mfu 14.65%
iter 69730: loss 3.7977, time 74.60ms, mfu 14.65%
iter 69740: loss 3.7383, time 74.63ms, mfu 14.65%
iter 69750: loss 3.7139, time 74.59ms, mfu 14.65%
iter 69760: loss 3.6220, time 74.61ms, mfu 14.65%
iter 69770: loss 3.7735, time 74.65ms, mfu 14.65%
iter 69780: loss 3.5868, time 74.64ms, mfu 14.65%
iter 69790: loss 3.8786, time 74.66ms, mfu 14.65%
iter 69800: loss 3.8400, time 74.61ms, mfu 14.65%
iter 69810: loss 3.6787, time 74.62ms, mfu 14.65%
iter 69820: loss 3.5292, time 74.65ms, mfu 14.65%
iter 69830: loss 3.7685, time 74.67ms, mfu 14.65%
iter 69840: loss 3.7092, time 74.64ms, mfu 14.65%
iter 69850: loss 3.6414, time 74.65ms, mfu 14.65%
iter 69860: loss 3.4721, time 74.71ms, mfu 14.65%
iter 69870: loss 3.8361, time 74.67ms, mfu 14.65%
iter 69880: loss 3.7837, time 74.64ms, mfu 14.65%
iter 69890: loss 3.7729, time 74.69ms, mfu 14.64%
iter 69900: loss 3.7452, time 74.67ms, mfu 14.64%
iter 69910: loss 3.7405, time 74.61ms, mfu 14.64%
iter 69920: loss 3.7614, time 74.62ms, mfu 14.64%
iter 69930: loss 3.7340, time 74.61ms, mfu 14.65%
iter 69940: loss 3.6900, time 74.61ms, mfu 14.65%
iter 69950: loss 3.6835, time 74.61ms, mfu 14.65%
iter 69960: loss 3.7380, time 74.66ms, mfu 14.65%
iter 69970: loss 3.9442, time 74.65ms, mfu 14.65%
iter 69980: loss 3.5919, time 74.63ms, mfu 14.65%
iter 69990: loss 3.7350, time 74.61ms, mfu 14.65%
0.3978843688964844
0.7232627868652344
0.7624588012695312
0.6845932006835938
0.6701927185058594
0.6352691650390625
step 70000: train loss 3.7490, val loss 3.7524
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU-2
iter 70000: loss 3.8322, time 17567.07ms, mfu 13.19%
iter 70010: loss 3.7770, time 74.67ms, mfu 13.33%
iter 70020: loss 3.8054, time 74.73ms, mfu 13.46%
iter 70030: loss 3.8148, time 74.71ms, mfu 13.58%
iter 70040: loss 3.8205, time 74.70ms, mfu 13.69%
iter 70050: loss 3.8540, time 74.75ms, mfu 13.78%
iter 70060: loss 3.5870, time 74.73ms, mfu 13.86%
iter 70070: loss 3.7383, time 74.70ms, mfu 13.94%
iter 70080: loss 3.9504, time 74.68ms, mfu 14.01%
iter 70090: loss 3.8463, time 74.69ms, mfu 14.07%
iter 70100: loss 3.6881, time 74.65ms, mfu 14.13%
iter 70110: loss 3.6330, time 74.68ms, mfu 14.18%
iter 70120: loss 3.7488, time 74.68ms, mfu 14.23%
iter 70130: loss 3.7358, time 74.73ms, mfu 14.27%
iter 70140: loss 3.5581, time 74.69ms, mfu 14.30%
iter 70150: loss 3.7687, time 74.71ms, mfu 14.34%
iter 70160: loss 3.8163, time 74.71ms, mfu 14.37%
iter 70170: loss 3.8016, time 74.69ms, mfu 14.39%
iter 70180: loss 3.8876, time 74.67ms, mfu 14.42%
iter 70190: loss 3.7900, time 74.68ms, mfu 14.44%
iter 70200: loss 3.9529, time 74.69ms, mfu 14.46%
iter 70210: loss 3.9397, time 74.70ms, mfu 14.48%
iter 70220: loss 3.7919, time 74.67ms, mfu 14.49%
iter 70230: loss 3.7446, time 74.65ms, mfu 14.51%
iter 70240: loss 3.6491, time 74.68ms, mfu 14.52%
iter 70250: loss 3.7300, time 74.69ms, mfu 14.53%
iter 70260: loss 3.6895, time 74.67ms, mfu 14.54%
iter 70270: loss 3.8293, time 74.67ms, mfu 14.55%
iter 70280: loss 3.6282, time 74.63ms, mfu 14.56%
iter 70290: loss 3.7959, time 74.62ms, mfu 14.57%
iter 70300: loss 3.7756, time 74.60ms, mfu 14.58%
iter 70310: loss 3.6821, time 74.67ms, mfu 14.59%
iter 70320: loss 3.7041, time 74.69ms, mfu 14.59%
iter 70330: loss 3.7277, time 74.61ms, mfu 14.60%
iter 70340: loss 3.6177, time 74.64ms, mfu 14.60%
iter 70350: loss 3.7947, time 74.63ms, mfu 14.61%
iter 70360: loss 3.7786, time 74.63ms, mfu 14.61%
iter 70370: loss 3.6603, time 74.60ms, mfu 14.61%
iter 70380: loss 3.8197, time 74.64ms, mfu 14.62%
iter 70390: loss 3.6740, time 74.66ms, mfu 14.62%
iter 70400: loss 3.8955, time 74.60ms, mfu 14.62%
iter 70410: loss 3.8291, time 74.61ms, mfu 14.63%
iter 70420: loss 3.4432, time 74.64ms, mfu 14.63%
iter 70430: loss 3.8720, time 74.66ms, mfu 14.63%
iter 70440: loss 3.5700, time 74.63ms, mfu 14.63%
iter 70450: loss 3.7316, time 74.63ms, mfu 14.63%
iter 70460: loss 3.7071, time 74.62ms, mfu 14.63%
iter 70470: loss 3.7182, time 74.61ms, mfu 14.64%
iter 70480: loss 3.6731, time 74.64ms, mfu 14.64%
iter 70490: loss 3.7759, time 74.68ms, mfu 14.64%
iter 70500: loss 3.8554, time 74.64ms, mfu 14.64%
iter 70510: loss 3.7143, time 74.73ms, mfu 14.64%
iter 70520: loss 3.7359, time 74.69ms, mfu 14.64%
iter 70530: loss 3.7255, time 74.67ms, mfu 14.64%
iter 70540: loss 3.6226, time 74.74ms, mfu 14.64%
iter 70550: loss 3.7528, time 74.69ms, mfu 14.64%
iter 70560: loss 3.8463, time 74.75ms, mfu 14.63%
iter 70570: loss 3.6002, time 74.67ms, mfu 14.64%
iter 70580: loss 3.5981, time 74.72ms, mfu 14.63%
iter 70590: loss 3.6315, time 74.69ms, mfu 14.63%
iter 70600: loss 3.5787, time 74.70ms, mfu 14.63%
iter 70610: loss 3.7114, time 74.67ms, mfu 14.64%
iter 70620: loss 3.8082, time 74.65ms, mfu 14.64%
iter 70630: loss 3.7898, time 74.61ms, mfu 14.64%
iter 70640: loss 3.7682, time 74.67ms, mfu 14.64%
iter 70650: loss 3.7865, time 74.73ms, mfu 14.64%
iter 70660: loss 3.5705, time 74.69ms, mfu 14.64%
iter 70670: loss 3.5076, time 74.65ms, mfu 14.64%
iter 70680: loss 3.6485, time 74.71ms, mfu 14.64%
iter 70690: loss 3.7949, time 74.69ms, mfu 14.64%
iter 70700: loss 3.8654, time 74.67ms, mfu 14.64%
iter 70710: loss 3.6852, time 74.70ms, mfu 14.64%
iter 70720: loss 3.7426, time 74.67ms, mfu 14.64%
iter 70730: loss 3.7586, time 74.66ms, mfu 14.64%
iter 70740: loss 3.8272, time 74.66ms, mfu 14.64%
iter 70750: loss 3.5631, time 74.69ms, mfu 14.64%
iter 70760: loss 3.9229, time 74.66ms, mfu 14.64%
iter 70770: loss 3.7076, time 74.70ms, mfu 14.64%
iter 70780: loss 3.7641, time 74.72ms, mfu 14.64%
iter 70790: loss 3.7663, time 74.66ms, mfu 14.64%
iter 70800: loss 3.8168, time 74.70ms, mfu 14.64%
iter 70810: loss 3.6269, time 74.69ms, mfu 14.64%
iter 70820: loss 3.8001, time 74.67ms, mfu 14.64%
iter 70830: loss 3.4962, time 74.66ms, mfu 14.64%
iter 70840: loss 3.8064, time 74.70ms, mfu 14.64%
iter 70850: loss 3.7260, time 74.70ms, mfu 14.64%
iter 70860: loss 3.8557, time 74.70ms, mfu 14.64%
iter 70870: loss 3.7274, time 74.64ms, mfu 14.64%
iter 70880: loss 3.4526, time 74.69ms, mfu 14.64%
iter 70890: loss 3.6576, time 74.71ms, mfu 14.64%
iter 70900: loss 3.7907, time 74.66ms, mfu 14.64%
iter 70910: loss 3.9200, time 74.71ms, mfu 14.64%
iter 70920: loss 3.7199, time 74.62ms, mfu 14.64%
iter 70930: loss 3.7677, time 74.69ms, mfu 14.64%
iter 70940: loss 3.9388, time 74.70ms, mfu 14.64%
iter 70950: loss 3.7516, time 74.70ms, mfu 14.64%
iter 70960: loss 3.8512, time 75.23ms, mfu 14.63%
iter 70970: loss 3.5975, time 74.69ms, mfu 14.63%
iter 70980: loss 3.6025, time 74.64ms, mfu 14.63%
iter 70990: loss 3.6491, time 74.71ms, mfu 14.63%
0.39426422119140625
0.7192916870117188
0.7650833129882812
0.6853561401367188
0.6706809997558594
0.6445465087890625
step 71000: train loss 3.7396, val loss 3.7443
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU-2
iter 71000: loss 3.6584, time 17555.09ms, mfu 13.17%
iter 71010: loss 3.7890, time 74.71ms, mfu 13.32%
iter 71020: loss 3.7635, time 74.72ms, mfu 13.45%
iter 71030: loss 3.7642, time 74.70ms, mfu 13.57%
iter 71040: loss 3.7063, time 74.69ms, mfu 13.67%
iter 71050: loss 3.8401, time 74.67ms, mfu 13.77%
iter 71060: loss 3.6545, time 74.69ms, mfu 13.86%
iter 71070: loss 3.6902, time 74.63ms, mfu 13.94%
iter 71080: loss 3.8836, time 74.70ms, mfu 14.01%
iter 71090: loss 3.7203, time 74.72ms, mfu 14.07%
iter 71100: loss 3.7666, time 74.68ms, mfu 14.13%
iter 71110: loss 3.7280, time 74.68ms, mfu 14.18%
iter 71120: loss 3.6805, time 74.68ms, mfu 14.22%
iter 71130: loss 3.7683, time 74.69ms, mfu 14.26%
iter 71140: loss 3.6781, time 74.69ms, mfu 14.30%
iter 71150: loss 3.8466, time 74.72ms, mfu 14.33%
iter 71160: loss 3.9043, time 74.68ms, mfu 14.36%
iter 71170: loss 3.7600, time 74.69ms, mfu 14.39%
iter 71180: loss 3.7384, time 74.70ms, mfu 14.42%
iter 71190: loss 3.6965, time 74.66ms, mfu 14.44%
iter 71200: loss 3.5956, time 74.68ms, mfu 14.46%
iter 71210: loss 3.7900, time 74.71ms, mfu 14.48%
iter 71220: loss 3.7166, time 74.68ms, mfu 14.49%
iter 71230: loss 3.8239, time 74.71ms, mfu 14.51%
iter 71240: loss 3.7449, time 74.70ms, mfu 14.52%
iter 71250: loss 3.8420, time 74.67ms, mfu 14.53%
iter 71260: loss 3.8842, time 74.71ms, mfu 14.54%
iter 71270: loss 3.6163, time 74.69ms, mfu 14.55%
iter 71280: loss 3.7581, time 74.70ms, mfu 14.56%
iter 71290: loss 3.7451, time 74.65ms, mfu 14.57%
iter 71300: loss 3.9249, time 74.65ms, mfu 14.57%
iter 71310: loss 3.6021, time 74.62ms, mfu 14.58%
iter 71320: loss 3.8611, time 74.65ms, mfu 14.59%
iter 71330: loss 3.7183, time 74.70ms, mfu 14.59%
iter 71340: loss 3.7563, time 74.67ms, mfu 14.60%
iter 71350: loss 3.6605, time 74.68ms, mfu 14.60%
iter 71360: loss 3.9480, time 74.70ms, mfu 14.60%
iter 71370: loss 3.9676, time 74.69ms, mfu 14.61%
iter 71380: loss 3.7766, time 74.69ms, mfu 14.61%
iter 71390: loss 3.6613, time 74.68ms, mfu 14.61%
iter 71400: loss 3.7707, time 74.66ms, mfu 14.62%
iter 71410: loss 3.8447, time 74.66ms, mfu 14.62%
iter 71420: loss 3.8334, time 74.67ms, mfu 14.62%
iter 71430: loss 3.8200, time 74.71ms, mfu 14.62%
iter 71440: loss 3.6107, time 74.72ms, mfu 14.62%
iter 71450: loss 3.6874, time 74.70ms, mfu 14.62%
iter 71460: loss 3.8007, time 74.72ms, mfu 14.62%
iter 71470: loss 3.8465, time 74.68ms, mfu 14.63%
iter 71480: loss 3.6813, time 74.75ms, mfu 14.63%
iter 71490: loss 3.8094, time 74.65ms, mfu 14.63%
iter 71500: loss 3.8157, time 74.68ms, mfu 14.63%
iter 71510: loss 3.8114, time 74.68ms, mfu 14.63%
iter 71520: loss 3.7392, time 74.70ms, mfu 14.63%
iter 71530: loss 3.7134, time 74.69ms, mfu 14.63%
iter 71540: loss 3.7267, time 74.68ms, mfu 14.63%
iter 71550: loss 3.8048, time 74.67ms, mfu 14.63%
iter 71560: loss 3.6432, time 74.69ms, mfu 14.63%
iter 71570: loss 3.7461, time 74.67ms, mfu 14.63%
iter 71580: loss 3.8179, time 74.71ms, mfu 14.63%
iter 71590: loss 3.7611, time 74.68ms, mfu 14.63%
iter 71600: loss 3.8693, time 74.69ms, mfu 14.63%
iter 71610: loss 3.6751, time 74.69ms, mfu 14.63%
iter 71620: loss 4.0221, time 74.73ms, mfu 14.63%
iter 71630: loss 3.7112, time 74.68ms, mfu 14.63%
iter 71640: loss 3.7162, time 74.75ms, mfu 14.63%
iter 71650: loss 3.8883, time 74.69ms, mfu 14.63%
iter 71660: loss 3.8996, time 74.67ms, mfu 14.63%
iter 71670: loss 3.8290, time 74.69ms, mfu 14.63%
iter 71680: loss 3.6964, time 74.70ms, mfu 14.63%
iter 71690: loss 3.8814, time 74.68ms, mfu 14.63%
iter 71700: loss 3.6165, time 74.65ms, mfu 14.63%
iter 71710: loss 3.7809, time 74.67ms, mfu 14.64%
iter 71720: loss 3.8871, time 74.65ms, mfu 14.64%
iter 71730: loss 3.7004, time 74.65ms, mfu 14.64%
iter 71740: loss 3.7281, time 74.66ms, mfu 14.64%
iter 71750: loss 3.8169, time 74.70ms, mfu 14.64%
iter 71760: loss 3.8263, time 74.76ms, mfu 14.64%
iter 71770: loss 3.7067, time 74.67ms, mfu 14.64%
iter 71780: loss 3.7300, time 74.61ms, mfu 14.64%
iter 71790: loss 3.7467, time 74.64ms, mfu 14.64%
iter 71800: loss 3.7771, time 74.67ms, mfu 14.64%
iter 71810: loss 3.3365, time 74.68ms, mfu 14.64%
iter 71820: loss 3.7777, time 74.68ms, mfu 14.64%
iter 71830: loss 3.8106, time 74.70ms, mfu 14.64%
iter 71840: loss 3.8661, time 74.66ms, mfu 14.64%
iter 71850: loss 3.7801, time 74.73ms, mfu 14.64%
iter 71860: loss 3.8214, time 74.69ms, mfu 14.64%
iter 71870: loss 3.5369, time 74.65ms, mfu 14.64%
iter 71880: loss 3.6937, time 74.66ms, mfu 14.64%
iter 71890: loss 3.7025, time 74.71ms, mfu 14.64%
iter 71900: loss 3.7502, time 74.68ms, mfu 14.64%
iter 71910: loss 3.7612, time 74.66ms, mfu 14.64%
iter 71920: loss 3.8106, time 74.71ms, mfu 14.64%
iter 71930: loss 3.7799, time 74.68ms, mfu 14.64%
iter 71940: loss 3.7627, time 74.71ms, mfu 14.64%
iter 71950: loss 3.8621, time 74.67ms, mfu 14.64%
iter 71960: loss 3.7705, time 74.70ms, mfu 14.64%
iter 71970: loss 3.5964, time 74.65ms, mfu 14.64%
iter 71980: loss 3.8051, time 74.68ms, mfu 14.64%
iter 71990: loss 3.7841, time 74.71ms, mfu 14.64%
0.391632080078125
0.7194862365722656
0.7600212097167969
0.6809577941894531
0.670196533203125
0.6237831115722656
step 72000: train loss 3.7388, val loss 3.7440
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU-2
iter 72000: loss 3.5892, time 17561.73ms, mfu 13.18%
iter 72010: loss 3.8460, time 74.73ms, mfu 13.32%
iter 72020: loss 3.3750, time 74.68ms, mfu 13.46%
iter 72030: loss 3.6798, time 74.66ms, mfu 13.57%
iter 72040: loss 3.8265, time 74.69ms, mfu 13.68%
iter 72050: loss 3.6339, time 74.70ms, mfu 13.78%
iter 72060: loss 3.6459, time 74.67ms, mfu 13.86%
iter 72070: loss 3.7070, time 75.20ms, mfu 13.93%
iter 72080: loss 3.7836, time 74.69ms, mfu 14.00%
iter 72090: loss 3.6459, time 74.69ms, mfu 14.06%
iter 72100: loss 3.6529, time 74.67ms, mfu 14.12%
iter 72110: loss 3.7348, time 74.68ms, mfu 14.17%
iter 72120: loss 3.7895, time 74.66ms, mfu 14.22%
iter 72130: loss 3.6293, time 74.63ms, mfu 14.26%
iter 72140: loss 3.6620, time 74.68ms, mfu 14.30%
iter 72150: loss 3.7420, time 74.72ms, mfu 14.33%
iter 72160: loss 3.6085, time 74.66ms, mfu 14.36%
iter 72170: loss 3.7014, time 74.67ms, mfu 14.39%
iter 72180: loss 3.6743, time 74.68ms, mfu 14.42%
iter 72190: loss 3.7895, time 74.59ms, mfu 14.44%
iter 72200: loss 3.8152, time 74.73ms, mfu 14.46%
iter 72210: loss 3.4524, time 74.69ms, mfu 14.48%
iter 72220: loss 3.9205, time 74.73ms, mfu 14.49%
iter 72230: loss 3.9558, time 74.71ms, mfu 14.51%
iter 72240: loss 3.7470, time 74.69ms, mfu 14.52%
iter 72250: loss 3.6155, time 74.65ms, mfu 14.53%
iter 72260: loss 3.7395, time 74.71ms, mfu 14.54%
iter 72270: loss 3.8011, time 74.72ms, mfu 14.55%
iter 72280: loss 3.6103, time 74.63ms, mfu 14.56%
iter 72290: loss 3.7012, time 74.64ms, mfu 14.57%
iter 72300: loss 3.5277, time 74.69ms, mfu 14.58%
iter 72310: loss 3.7487, time 74.71ms, mfu 14.58%
iter 72320: loss 3.7963, time 74.66ms, mfu 14.59%
iter 72330: loss 3.6625, time 74.73ms, mfu 14.59%
iter 72340: loss 3.7549, time 74.67ms, mfu 14.60%
iter 72350: loss 3.6234, time 74.69ms, mfu 14.60%
iter 72360: loss 3.8129, time 74.71ms, mfu 14.60%
iter 72370: loss 3.6795, time 74.70ms, mfu 14.61%
iter 72380: loss 3.7789, time 74.70ms, mfu 14.61%
iter 72390: loss 3.8206, time 74.71ms, mfu 14.61%
iter 72400: loss 3.7632, time 74.66ms, mfu 14.61%
iter 72410: loss 3.8773, time 74.67ms, mfu 14.62%
iter 72420: loss 3.7729, time 74.72ms, mfu 14.62%
iter 72430: loss 3.8482, time 74.68ms, mfu 14.62%
iter 72440: loss 3.7280, time 74.66ms, mfu 14.62%
iter 72450: loss 3.6623, time 74.72ms, mfu 14.62%
iter 72460: loss 3.7826, time 74.68ms, mfu 14.62%
iter 72470: loss 3.6201, time 74.18ms, mfu 14.64%
iter 72480: loss 3.8197, time 74.68ms, mfu 14.64%
iter 72490: loss 3.6037, time 74.67ms, mfu 14.64%
iter 72500: loss 3.5258, time 74.70ms, mfu 14.64%
iter 72510: loss 3.5108, time 74.66ms, mfu 14.64%
iter 72520: loss 3.7116, time 74.74ms, mfu 14.64%
iter 72530: loss 3.5484, time 74.66ms, mfu 14.64%
iter 72540: loss 3.7021, time 74.67ms, mfu 14.64%
iter 72550: loss 3.7161, time 74.70ms, mfu 14.64%
iter 72560: loss 3.6553, time 74.68ms, mfu 14.64%
iter 72570: loss 3.7235, time 74.64ms, mfu 14.64%
iter 72580: loss 3.7935, time 74.66ms, mfu 14.64%
iter 72590: loss 3.7468, time 74.68ms, mfu 14.64%
iter 72600: loss 3.7771, time 74.70ms, mfu 14.64%
iter 72610: loss 3.6552, time 74.65ms, mfu 14.64%
iter 72620: loss 3.6809, time 74.67ms, mfu 14.64%
iter 72630: loss 3.6838, time 74.63ms, mfu 14.64%
iter 72640: loss 3.5973, time 74.75ms, mfu 14.64%
iter 72650: loss 3.8732, time 74.63ms, mfu 14.64%
iter 72660: loss 3.8442, time 74.66ms, mfu 14.64%
iter 72670: loss 3.6115, time 74.64ms, mfu 14.64%
iter 72680: loss 3.6967, time 74.68ms, mfu 14.64%
iter 72690: loss 3.6088, time 74.68ms, mfu 14.64%
iter 72700: loss 3.7079, time 74.66ms, mfu 14.64%
iter 72710: loss 3.7198, time 74.81ms, mfu 14.64%
iter 72720: loss 3.8498, time 74.68ms, mfu 14.64%
iter 72730: loss 3.7071, time 74.72ms, mfu 14.64%
iter 72740: loss 3.5830, time 74.70ms, mfu 14.64%
iter 72750: loss 3.9486, time 74.64ms, mfu 14.64%
iter 72760: loss 3.7611, time 74.66ms, mfu 14.64%
iter 72770: loss 3.8218, time 74.71ms, mfu 14.64%
iter 72780: loss 3.8768, time 74.68ms, mfu 14.64%
iter 72790: loss 3.7350, time 74.68ms, mfu 14.64%
iter 72800: loss 3.7820, time 74.68ms, mfu 14.64%
iter 72810: loss 3.7875, time 74.68ms, mfu 14.64%
iter 72820: loss 3.7704, time 74.67ms, mfu 14.64%
iter 72830: loss 3.8076, time 74.68ms, mfu 14.64%
iter 72840: loss 3.8721, time 74.67ms, mfu 14.64%
iter 72850: loss 3.6413, time 74.64ms, mfu 14.64%
iter 72860: loss 3.7109, time 74.68ms, mfu 14.64%
iter 72870: loss 3.7652, time 74.71ms, mfu 14.64%
iter 72880: loss 3.8605, time 74.65ms, mfu 14.64%
iter 72890: loss 3.6894, time 74.18ms, mfu 14.65%
iter 72900: loss 3.8503, time 74.69ms, mfu 14.65%
iter 72910: loss 3.8088, time 74.74ms, mfu 14.64%
iter 72920: loss 3.8150, time 74.72ms, mfu 14.64%
iter 72930: loss 3.9307, time 74.68ms, mfu 14.64%
iter 72940: loss 3.7844, time 74.67ms, mfu 14.64%
iter 72950: loss 3.5736, time 74.70ms, mfu 14.64%
iter 72960: loss 3.7233, time 74.69ms, mfu 14.64%
iter 72970: loss 3.7815, time 74.69ms, mfu 14.64%
iter 72980: loss 3.7206, time 74.70ms, mfu 14.64%
iter 72990: loss 3.7431, time 74.65ms, mfu 14.64%
0.38729095458984375
0.7224082946777344
0.7581443786621094
0.6840934753417969
0.6708793640136719
0.6312179565429688
step 73000: train loss 3.7242, val loss 3.7317
saving checkpoint to out-nano-gpt2-BlockBiLinReGLU-2
iter 73000: loss 3.6700, time 17558.91ms, mfu 13.18%
iter 73010: loss 3.8380, time 74.66ms, mfu 13.33%
iter 73020: loss 3.7287, time 74.66ms, mfu 13.46%
iter 73030: loss 3.6818, time 74.68ms, mfu 13.58%
iter 73040: loss 3.8699, time 74.73ms, mfu 13.68%
iter 73050: loss 3.7448, time 74.70ms, mfu 13.78%
iter 73060: loss 3.8966, time 74.67ms, mfu 13.86%
iter 73070: loss 3.7103, time 74.62ms, mfu 13.94%
iter 73080: loss 3.7882, time 75.00ms, mfu 14.01%
iter 73090: loss 3.7047, time 74.72ms, mfu 14.07%
iter 73100: loss 3.6267, time 74.72ms, mfu 14.12%
iter 73110: loss 3.7447, time 74.70ms, mfu 14.17%
iter 73120: loss 3.7301, time 74.72ms, mfu 14.22%
iter 73130: loss 3.6779, time 74.69ms, mfu 14.26%
iter 73140: loss 3.6156, time 74.71ms, mfu 14.30%
iter 73150: loss 3.7771, time 74.65ms, mfu 14.33%
iter 73160: loss 3.7524, time 74.73ms, mfu 14.36%
iter 73170: loss 3.6706, time 74.68ms, mfu 14.39%
iter 73180: loss 3.6483, time 74.68ms, mfu 14.41%
iter 73190: loss 3.8252, time 74.70ms, mfu 14.44%
iter 73200: loss 3.7138, time 74.72ms, mfu 14.46%
iter 73210: loss 3.7291, time 74.71ms, mfu 14.47%
iter 73220: loss 3.7341, time 74.69ms, mfu 14.49%
iter 73230: loss 3.5843, time 74.68ms, mfu 14.50%
iter 73240: loss 3.7618, time 74.74ms, mfu 14.52%
iter 73250: loss 3.6279, time 74.72ms, mfu 14.53%
iter 73260: loss 3.6277, time 74.68ms, mfu 14.54%
iter 73270: loss 3.7462, time 74.71ms, mfu 14.55%
iter 73280: loss 3.6811, time 74.69ms, mfu 14.56%
iter 73290: loss 3.7966, time 74.72ms, mfu 14.56%
iter 73300: loss 3.8128, time 74.78ms, mfu 14.57%
iter 73310: loss 3.8136, time 74.71ms, mfu 14.58%
iter 73320: loss 3.7175, time 74.67ms, mfu 14.58%
iter 73330: loss 3.6735, time 74.75ms, mfu 14.59%
iter 73340: loss 3.6106, time 74.73ms, mfu 14.59%
iter 73350: loss 3.7386, time 74.73ms, mfu 14.59%
iter 73360: loss 3.6429, time 74.70ms, mfu 14.60%
iter 73370: loss 3.7220, time 74.69ms, mfu 14.60%
iter 73380: loss 3.7761, time 74.73ms, mfu 14.60%
iter 73390: loss 3.7378, time 74.72ms, mfu 14.61%
iter 73400: loss 3.7031, time 74.73ms, mfu 14.61%
iter 73410: loss 3.7158, time 74.67ms, mfu 14.61%
iter 73420: loss 3.8427, time 74.69ms, mfu 14.61%
iter 73430: loss 3.7570, time 74.75ms, mfu 14.62%
iter 73440: loss 3.7465, time 74.72ms, mfu 14.62%
iter 73450: loss 3.7979, time 74.74ms, mfu 14.62%
iter 73460: loss 3.7065, time 74.73ms, mfu 14.62%
iter 73470: loss 3.6867, time 74.69ms, mfu 14.62%
iter 73480: loss 3.6598, time 74.70ms, mfu 14.62%
iter 73490: loss 3.6849, time 74.71ms, mfu 14.62%
iter 73500: loss 3.5965, time 74.70ms, mfu 14.62%
iter 73510: loss 3.8165, time 74.69ms, mfu 14.62%
iter 73520: loss 3.7853, time 74.71ms, mfu 14.63%
iter 73530: loss 3.8750, time 74.73ms, mfu 14.63%
iter 73540: loss 3.6742, time 74.72ms, mfu 14.63%
iter 73550: loss 3.6856, time 74.66ms, mfu 14.63%
iter 73560: loss 3.6181, time 74.69ms, mfu 14.63%
iter 73570: loss 3.6679, time 74.71ms, mfu 14.63%
iter 73580: loss 3.6599, time 74.72ms, mfu 14.63%
iter 73590: loss 3.6229, time 74.63ms, mfu 14.63%
iter 73600: loss 3.6313, time 74.70ms, mfu 14.63%
iter 73610: loss 3.7258, time 74.71ms, mfu 14.63%
iter 73620: loss 3.4792, time 74.70ms, mfu 14.63%
iter 73630: loss 3.6584, time 74.67ms, mfu 14.63%
iter 73640: loss 3.6246, time 74.72ms, mfu 14.63%
iter 73650: loss 3.6050, time 74.74ms, mfu 14.63%
iter 73660: loss 3.8806, time 74.71ms, mfu 14.63%
iter 73670: loss 3.5287, time 74.70ms, mfu 14.63%
iter 73680: loss 3.7872, time 74.68ms, mfu 14.63%
iter 73690: loss 3.7550, time 74.72ms, mfu 14.63%
iter 73700: loss 3.6479, time 74.66ms, mfu 14.63%
iter 73710: loss 3.8213, time 74.68ms, mfu 14.63%
iter 73720: loss 3.7949, time 74.58ms, mfu 14.64%
iter 73730: loss 3.9184, time 74.70ms, mfu 14.64%
iter 73740: loss 3.6659, time 74.67ms, mfu 14.64%
iter 73750: loss 3.7725, time 74.65ms, mfu 14.64%
iter 73760: loss 3.7118, time 74.71ms, mfu 14.64%
iter 73770: loss 3.7398, time 74.67ms, mfu 14.64%
iter 73780: loss 3.8185, time 74.69ms, mfu 14.64%
iter 73790: loss 3.7036, time 74.63ms, mfu 14.64%
iter 73800: loss 3.6673, time 74.70ms, mfu 14.64%
iter 73810: loss 3.8787, time 74.69ms, mfu 14.64%
